,name_e,id,name,p_img,p_name,p_tooltip,q_img,q_name,q_cool,q_cost,q_range,q_tooltip,w_img,w_name,w_cool,w_cost,w_range,w_tooltip,e_img,e_name,e_cool,e_cost,e_range,e_tooltip,r_img,r_name,r_cool,r_cost,r_range,r_tooltip
145,Xerath,101,제라스,Xerath_Passive.png,마나 쇄도,제라스의 기본 공격이 주기적으로 마나를 회복해 줍니다.,XerathQ.png,비전 파동,"[9, 8, 7, 6, 5]",80/90/100/110/120,750,충전 시작: 제라스가 비전 광선을 충전하기 시작해 50%까지 서서히 둔화됩니다. 발사: 제라스가 광선을 발사해 ?의 마법 피해를 입힙니다. 충전 시간에 따라 사거리가 늘어납니다.,XerathW.png,파멸의 눈,"[14, 13, 12, 11, 10]",70/80/90/100/110,1000,"제라스가 비전 에너지포를 소환하여 ?의 마법 피해를 입히고, ?초 동안 ?% 둔화시킵니다. 중심에 있는 적들은 ?의 마법 피해를 입고 ?% 둔화했다가 ?초에 걸쳐 원래대로 돌아옵니다.",XerathE.png,충격 구체,"[13, 12.5, 12, 11.5, 11]",60/65/70/75/80,1050,제라스가 순수한 마법의 구체를 발사합니다. 처음으로 맞은 적은 구체가 이동한 거리에 비례해 최대 ?초 동안 기절하고 ?의 마법 피해를 입힙니다. ,XerathR.png,비전 의식,"[130, 115, 100]",100,5000,제라스가 순수한 모습으로 승화하면서 ?초 동안 정신을 집중합니다. 이후 스킬을 ?회까지 재사용할 수 있습니다.재사용 시: 제라스가 비전 폭격을 발사해 ?의 마법 피해를 입힙니다.
146,XinZhao,5,신 짜오,XinZhao_Passive.png,결심,세 번째 기본 공격 시마다 추가 피해를 입히고 자신의 체력을 회복합니다.,XinZhaoQ.png,삼조격,"[7, 6.5, 6, 5.5, 5]",30,375,신 짜오의 다음 3번의 기본 공격은 ?의 물리 피해를 추가로 입히고 다른 스킬의 재사용 대기시간을 1초 감소시킵니다. 또한 세 번째 기본 공격은 ?초 동안 공중으로 띄워 올립니다.,XinZhaoW.png,풍전참뢰,"[12, 11, 10, 9, 8]",60,1000,신 짜오가 창을 가르며 ?의 물리 피해를 입힌 뒤 그대로 찔러 ?의 피해를 입힙니다. 찌르기에 적중당한 적은 ?초 동안 ?% 둔화됩니다. 찌르기에 적중당한 챔피언과 대형 몬스터는 적중 시 ?초 동안 도전 받은 상태가 됩니다.,XinZhaoE.png,무쌍돌격,"[11, 11, 11, 11, 11]",50,650,"신 짜오가 적에게 돌격해 근처의 적들에게 ?의 마법 피해를 입히고, ?초 동안 ?% 둔화시킵니다.또한 ?초 동안 신 짜오의 공격 속도가 ?% 증가합니다.도전 받은 적을 대상으로는 무쌍돌격의 사거리가 증가합니다. ",XinZhaoR.png,현월수호,"[120, 110, 100]",100,500,신 짜오의 기본 공격 또는 무쌍돌격에 마지막으로 적중당한 적 챔피언은 ?초 동안 도전 받은 상태가 됩니다.신 짜오가 창을 휘둘러 ?+현재 체력의 ?%에 해당하는 물리 피해를 입히고 도전 받지 않은 모든 적을 뒤로 밀어냅니다.   이후 신 짜오가 ?초 동안 창이 닿는 거리 밖에 있는 적의 공격에 피해를 입지 않게 됩니다. 
147,Yasuo,157,야스오,Yasuo_Passive.png,낭인의 길,"야스오의 치명타 확률이 증가합니다. 또한, 야스오는 이동할 때마다 보호막이 충전되며, 챔피언이나 몬스터로부터 피해를 입으면 보호막이 발동됩니다.",YasuoQ.png,강철 폭풍,"[4, 4, 4, 4, 4]",0,475,야스오가 검을 내질러 ?의 물리 피해를 입힙니다. 적중 시 ?초간 1회 중첩됩니다. 2회 중첩 시 이 스킬을 다시 사용하면 회오리바람을 날려 동일한 피해를 입히고 ?초 동안 띄워 올립니다.돌진 도중 이 스킬을 사용할 경우 원형으로 타격합니다.,YasuoW.png,바람 장막,"[30, 27, 24, 21, 18]",0,400,4초간 모든 적의 투사체를 막아주는 바람의 벽을 생성합니다.,YasuoE.png,질풍검,"[0.5, 0.4, 0.3, 0.2, 0.1]",0,475,대상을 뚫고 돌진하여 ?의 마법 피해를 입힙니다. 사용할 때마다 5초간 다음번 돌진의 피해량이 ?%씩 올라 최대 50%까지 상승합니다.이 스킬은 공격 대상별로 ?초의 재사용 대기시간이 적용됩니다.,YasuoR.png,최후의 숨결,"[80, 55, 30]",0,1400,"야스오가 적 챔피언에게 순간이동하여 공중에 띄워 붙들어 두며 ?의 물리 피해를 입히고 주변 모든 적을 ?초 더 공중에 붙들어 둡니다. 기류가 최대치로 차는 대신, 강철 폭풍 중첩을 모두 잃습니다.이후 야스오의 치명타 공격이 ?초 동안 대상 추가 방어력의 ?%를 무시합니다."
148,Yone,777,요네,Yone_Passive.png,사냥꾼의 길,요네가 두 번째 공격을 할 때마다 마법 피해를 입힙니다. 또한 요네의 치명타 확률이 증가합니다.,YoneQ.png,필멸의 검,"[4, 4, 4, 4, 4]",0,450,"전방으로 검을 내질러 ?의 물리 피해를 입힙니다.적중 시, ?초간 1회 중첩됩니다. 2회 중첩되면 요네가 전방으로 돌진하며 돌풍을 날려 ?초 동안 적을 공중으로 띄워 올리고 ?의 물리 피해를 입힙니다. ",YoneW.png,영혼 가르기,"[16, 16, 16, 16, 16]",0,700,요네가 전방을 가르며 ?+최대 체력의 ?%에 해당하는 물리 피해 및 ?+최대 체력의 ?%에 해당하는 마법 피해를 입힙니다.요네의 공격이 적중하면 ?초 동안 ?의 보호막을 얻습니다. 적중한 챔피언 수만큼 보호막 흡수량이 증가합니다. ,YoneE.png,영혼해방,"[22, 19, 16, 13, 10]",0,25000,요네가 ?초 동안 영혼 상태가 되어 육신을 떠나고 이동 속도가 ?%에서 점차 증가합니다. 영혼 상태가 끝나면 다시 육신으로 돌아오며 영혼 상태에서 챔피언에게 입힌 모든 피해량의 ?%를 다시 입힙니다. 영혼 상태에서 스킬을 재사용할 수 있습니다.재사용 시: 영혼 상태를 더 일찍 종료합니다.,YoneR.png,운명봉인,"[120, 100, 80]",0,1000,요네가 경로에 있는 모든 적을 공격해 ?의 물리 피해와 ?의 마법 피해를 입히고 경로에 있는 마지막 챔피언 뒤로 순간이동해 적중한 모든 적을 자신 쪽으로 끌어당기며 공중으로 띄워 올립니다.
149,Yorick,83,요릭,Yorick_Passive.png,영혼의 길잡이,저주받은 무리: 요릭이 안개 망령 무리를 소환해 주변 적을 공격합니다.,YorickQ.png,최후의 의식,"[7, 6.25, 5.5, 4.75, 4]",25,0,요릭이 다음 기본 공격으로 ?의 물리 피해를 추가로 입히고 체력을 ? 회복합니다. 요릭의 체력이 50% 미만일 경우 체력을 ? 회복합니다. 이 공격으로 대상을 처치하면 무덤이 생성됩니다.근처에 무덤이 3개 이상 있을 때 이 스킬을 이미 사용한 상태라면 재사용하여 근처의 모든 무덤에서 안개 망령을 일으킬 수 있습니다.이 스킬은 피해를 입힐 때 효과가 발동합니다.,YorickW.png,망자의 진,"[20, 18, 16, 14, 12]",70,600,요릭이 영혼의 벽을 소환하여 적의 길을 막되 아군의 길은 막지 않습니다. 벽은 공격의 대상이 될 수 있으며 ?회 적중당한 후 사라집니다.,YorickE.png,애도의 안개,"[12, 11, 10, 9, 8]",50/55/60/65/70,700,"요릭이 안개의 구를 던져 현재 체력의 ?%에 해당하는 마법 피해(최소: ?)를 입히고, ?초 동안 ?% 둔화시키며, ?초 동안 챔피언과 몬스터에게 표식을 남깁니다. 표식이 남은 적은 무덤 근처에서 지속적으로 안개 망령을 각성시킵니다. (최대 ?명까지 소환됩니다.) 또한 안개 망령에게 받는 피해량이 최대 ?회까지 ?% 증가합니다.요릭과 요릭이 소환한 유닛은 표식이 있는 대상 쪽으로 이동할 때 이동 속도가 ?% 증가합니다. 안개 망령은 멀어지는 적에게 한 번 뛰어들 수 있습니다.",YorickR.png,군도의 장송곡,"[160, 130, 100]",100,600,"요릭이 안개 마녀와 안개 망령 ?명을 소환합니다. 안개 마녀는 체력이 ?이며, ?의 마법 피해를 입히고, 근처에서 죽은 적으로부터 안개 망령을 일으킵니다.요릭이 안개 마녀의 표적을 공격하면 최대 체력의 ?%에 해당하는 마법 피해를 입힙니다. 이 효과에는 ?초의 재사용 대기시간이 있습니다.10초 후 이 스킬을 재사용하면 안개 마녀를 해방해 가장 가까운 공격로로 보냅니다."
150,Yuumi,350,유미,Yuumi_Passive.png,퐁퐁방울,유미가 챔피언을 공격하면 일정 주기로 마나 회복 및 보호막 효과를 얻습니다. 보호막은 유미와 유미가 밀착한 아군을 따라다니며 지켜줍니다.,YuumiQ.png,사르르탄,"[13.5, 12, 10.5, 9, 7.5, 6]",90,1150,유미가 상황에 따라 방향을 바꿀 수 있는 미사일을 소환하여 처음 적중한 적에게 ?의 마법 피해를 입힙니다. 미사일이 ?초 동안 날아가 적중할 경우 ?+대상 현재 체력의 ?%에 해당하는 마법 피해를 입히고 대상이 챔피언인 경우 ?초 동안 ?% 둔화시킵니다.밀착 상태에서 사용하면 유미가 마우스로 미사일을 조종할 수 있습니다.,YuumiW.png,너랑 유미랑!,"[0, 0, 0, 0, 0]",0,25000,기본 지속 효과: 유미가 밀착한 아군의 적응형 능력치가 ?+?% 증가하고 유미도 같은 수치만큼 적응형 능력치를 얻습니다.사용 시: 유미가 아군 챔피언에게 돌진하여 밀착합니다. 유미는 밀착 상태에서 밀착 대상을 따라다니며 포탑을 제외한 유닛이 대상으로 지정할 수 없는 상태가 됩니다.유미에게 이동 방해 효과가 적용되면 이 스킬에 ?초의 재사용 대기시간이 적용됩니다.,YuumiE.png,슈우우웅,"[12, 11, 10, 9, 8]",0,25000,"유미가 ?의 체력을 회복하고 ?초 동안 이동 속도가 ?%, 공격 속도가 ?% 증가합니다. 유미가 밀착 상태일 경우 이 효과는 유미가 밀착한 아군에게 대신 적용됩니다.",YuumiR.png,대단원,"[130, 110, 90]",100,1100,"유미가 ?초 동안 정신을 집중하여 ?의 마법 피해를 입히는 파동을 ?회 발사합니다. 파동에 ?회 이상 맞은 챔피언은 ?초 동안 속박됩니다.유미는 정신을 집중하는 동안 이동할 수 있으며, 너랑 유미랑! 및 슈우우웅 스킬을 사용할 수 있습니다."
151,Zac,154,자크,Zac_Passive.png,세포 분열,"자크는 스킬로 적을 맞힐 때마다 몸에서 조각이 떨어져 나갑니다. 이 조각들을 다시 흡수하면 체력을 회복할 수 있습니다. 자크는 치명상을 입으면 4조각으로 갈라졌다가 다시 합쳐지려고 모입니다. 몸 조각 중 하나라도 생존할 경우, 살아남은 조각의 체력에 비례한 체력을 가지고 부활합니다. 각각의 조각은 자크의 최대 체력, 방어력과 마법 저항력의 일부를 보유합니다. 이 스킬의 재사용 대기시간은 5분입니다.",ZacQ.png,탄성 주먹,"[15, 13.5, 12, 10.5, 9]",0,800,자크가 팔을 뻗어 처음 맞힌 적을 붙잡고 ?의 마법 피해를 입히며 잠깐 동안 둔화시킵니다. 자크의 다음 기본 공격은 사거리가 증가하며 동일한 피해를 입히고 둔화시킵니다. 자크가 다른 적에게 기본 공격을 가하면 둘을 공중으로 띄워 올려 서로에게 던집니다. 충돌 시 해당 적과 주변 적은 ?의 마법 피해를 입으며 잠깐 동안 둔화합니다.,ZacW.png,불안정 물질,"[5, 5, 5, 5, 5]",0,350,자크의 몸이 터져서 주위에 있는 적 모두에게 ?+최대 체력의 ?에 해당하는 마법 피해를 입힙니다.조각을 흡수하면 이 스킬의 재사용 대기시간이 1초 감소합니다.,ZacE.png,새총 발사,"[24, 21, 18, 15, 12]",0,300,충전 시작: 자크가 ?초 동안 자신의 몸을 팽팽히 당겨 돌진할 준비를 합니다.발사: 자크가 자신의 몸을 날려 착지하는 곳에 있는 적을 충전 시간에 비례해 최대 ?초 동안 공중으로 띄워 올리고 ?의 마법 피해를 입힙니다. 적 챔피언을 하나 맞힐 때마다 조각이 하나씩 생성됩니다.,ZacR.png,바운스!,"[130, 115, 100]",0,300,기본 지속 효과: 조각당 세포 분열 회복량이 ?의 체력까지 증가합니다.사용 시: 자크가 ?회 튀어 오릅니다. 자크에게 처음 맞은 적은 뒤로 밀리며 ?의 마법 피해를 입습니다. 이후에는 맞을 때마다 ?의 마법 피해를 입고 ?초 동안 ?% 둔화합니다.자크는 이동 속도가 ?%까지 점점 증가하며 튀어 오르는 동안 불안정 물질 스킬을 사용할 수 있습니다.
152,Zed,238,제드,Zed_Passive.png,약자 멸시,제드가 체력이 낮은 적을 기본 공격하면 마법 피해를 추가로 입힙니다. 같은 적 챔피언에게는 몇 초가 지나야 이 효과가 다시 적용됩니다.,ZedQ.png,예리한 표창,"[6, 6, 6, 6, 6]",75/70/65/60/55,900,"제드와 그림자가 표창을 던져, 각각 처음 맞는 적에게 ?의 물리 피해를 입히고 이후 추가로 맞히는 적에게는 각각 ?의 물리 피해를 입힙니다.",ZedW.png,살아있는 그림자,"[20, 18.5, 17, 15.5, 14]",40/35/30/25/20,650,"기본 지속 효과: 제드와 그림자가 같은 스킬로 동일한 대상을 공격할 때마다 제드가 ?의 기력을 얻습니다.사용 시: 제드의 그림자가 전방으로 질주하여, ?초간 그 자리에 유지됩니다. 이 스킬을 재사용하면 제드가 그림자와 위치를 바꿉니다.",ZedE.png,그림자 베기,"[5, 4.5, 4, 3.5, 3]",50,290,"제드와 그림자가 각각 주위 적을 베어 ?의 물리 피해를 입힙니다.제드가 이 스킬로 적 챔피언을 하나 맞힐 때마다 살아있는 그림자의 재사용 대기시간이 ?초씩 감소합니다.그림자의 스킬에 맞은 적은 ?초 동안 ?% 둔화됩니다. 그림자 베기로 동일한 대상을 여러 번 맞힐 경우, 추가 피해는 입히지 않지만 ?%의 둔화 효과가 적용됩니다.",ZedR.png,죽음의 표식,"[120, 100, 80]",0,625,제드가 잠시 대상으로 지정할 수 없는 상태가 되어 적 챔피언에게 돌진하며 표식을 남깁니다. ?초가 지나면 표식이 발동되며 ?의 물리 피해를 입히고 표식이 적용된 동안 제드가 대상에게 가한 피해의 ?%에 해당하는 피해를 추가로 입힙니다.돌진 시 ?초 동안 유지되는 그림자가 남습니다. 이 스킬을 재사용하면 제드가 이 그림자와 위치를 바꿉니다.
153,Ziggs,115,직스,Ziggs_Passive.png,짧은 도화선,주기적으로 직스의 다음 기본 공격이 추가 마법 피해를 입힙니다. 직스가 스킬을 사용할 때마다 재사용 대기시간이 감소합니다.,ZiggsQ.png,반동 폭탄,"[6, 5.5, 5, 4.5, 4]",50/55/60/65/70,850,직스가 반동 폭탄을 던져 ?의 마법 피해를 입힙니다.,ZiggsW.png,휴대용 폭약,"[20, 18, 16, 14, 12]",65,1000,"직스가 폭약을 던지면 ?초 후, 혹은 스킬을 다시 사용할 때 폭발합니다. 폭발은 적에게 ?의 마법 피해를 입히며 뒤로 밀어냅니다. 직스 역시 밀려나지만 피해는 입지 않습니다.포탑의 체력이 ?% 밑으로 내려가면 휴대용 폭약이 자동으로 포탑을 파괴합니다.",ZiggsE.png,마법공학 지뢰밭,"[16, 16, 16, 16, 16]",70/80/90/100/110,900,"직스가 밟으면 터지는 지뢰를 뿌려, 지뢰에 닿은 적에게 ?의 마법 피해를 입히고 ?초 동안 ?%만큼 둔화시킵니다. 지뢰는 ?초 동안 유지됩니다.",ZiggsR.png,지옥 화염 폭탄,"[120, 95, 70]",100,5000,직스가 궁극의 무기를 던져 폭발 범위 중앙에 ?의 마법 피해를 입힙니다. 가장자리에는 ?의 마법 피해를 입힙니다.
154,Zilean,26,질리언,Zilean_Passive.png,시간의 유리병,질리언은 시간을 경험치의 형태로 보존하여 아군에게 줄 수 있습니다. 아군의 레벨을 올려줄 수 있을 만큼 경험치가 모이면 해당 아군을 우클릭하여 건네줄 수 있습니다. 질리언 역시 아군에게 준 만큼의 경험치를 얻습니다.,ZileanQ.png,시한 폭탄,"[10, 9.5, 9, 8.5, 8]",60/65/70/75/80,900,질리언이 주변 작은 반경 안에 들어오는 첫 번째 유닛에게 부착되는 시한 폭탄을 던집니다. ?초가 지나면 폭탄이 터지면서 ?의 마법 피해를 입힙니다.이미 폭탄이 있는 유닛에 두 번째 폭탄을 설치하면 바로 첫 번째 폭탄이 터지면서 ?초 동안 폭발 반경 안의 적을 기절시킵니다.,ZileanW.png,되감기,"[14, 12, 10, 8, 6]",35,600,질리언이 시간을 돌려 다른 기본 스킬의 재사용 대기시간을 ?초 감소시킵니다.,ZileanE.png,시간 왜곡,"[15, 15, 15, 15, 15]",50,550,질리언이 ?초 동안 적 챔피언을 ?% 둔화시키거나 아군 챔피언의 이동 속도를 ?% 높입니다.,ZileanR.png,시간 역행,"[120, 90, 60]",125/150/175,900,질리언이 아군 챔피언에게 ?초 동안 보호용 시간 룬을 부여합니다. 대상이 죽을 위기에 처하면 룬이 시간을 되돌려 ?초 동안 대상을 경직 상태로 만든 후 부활시켜 ?의 체력을 회복시킵니다.
155,Zoe,142,조이,Zoe_Passive.png,반짝반짝!,스킬 사용 후 기본 공격 시 추가 마법 피해를 입힙니다.,ZoeQ.png,통통별,"[8.5, 8, 7.5, 7, 6.5]",50/55/60/65/70,800,"조이가 이동거리가 길어질수록 더 큰 피해를 입히는 별을 발사합니다. 처음 적중한 적은 ?~?의 마법 피해를 입고, 적중한 대상 근처의 적들은 ?%의 피해를 입습니다.조이는 스킬을 재사용해 별을 근처의 새로운 목표 지점으로 보낼 수 있습니다.",ZoeW.png,주문도둑,"[0.25, 0.25, 0.25, 0.25, 0.25]",0,3000/4500/6000/3000/3000,기본 지속 효과: 적이 소환사 주문이나 사용 효과가 있는 아이템을 사용하면 주문 파편을 떨어트립니다. 일부 미니언도 조이에 의해 처치당하면 주문 파편을 떨어뜨립니다. 주문 파편을 획득하면 해당 주문이나 아이템 효과를 한 번 사용할 수 있습니다.기본 지속 효과: 조이가 이 스킬 또는 소환사 주문을 사용하면 ?초 동안 ?%의 이동 속도를 얻고 가장 마지막에 기본 공격한 대상에게 3개의 미사일을 발사합니다. 각각의 미사일은 ?의 마법 피해를 입힙니다.사용 시: 조이가 획득한 주문 파편으로 해당 주문이나 아이템 효과를 사용합니다.,ZoeE.png,헤롱헤롱쿨쿨방울,"[16, 15, 14, 13, 12]",80,800,조이가 ?의 마법 피해를 입히는 방울을 던집니다. 방울이 아무도 맞히지 못하면 덫이 되어 그 자리에 남습니다. 방울을 벽 너머로 던지면 사거리가 증가합니다.방울에 맞은 적은 잠시 후 2초 동안 수면 상태가 됩니다. 기본 공격이나 스킬에 맞으면 두 배의 피해(최대 ?의 고정 피해)를 입고 잠에서 깨어납니다.,ZoeR.png,차원 넘기,"[11, 8, 5]",50,575,"조이가 1초 동안 근처 위치로 순간이동한 뒤 다시 돌아옵니다. 순간이동한 동안에는 스킬 사용과 기본 공격은 할 수 있지만, 이동은 불가능합니다."
